,initial_cash,final_cash,total_return,annual_return,sharpe_ratio,max_drawdown,total_trades,won_trades,lost_trades,win_rate
0,100000.0,99999.06945000002,-9.30549999977881e-06,-9.730230298535521e-06,-20308.271826171425,0.0018493091118166373,5,1,3,0.2
