,initial_cash,final_cash,total_return,annual_return,sharpe_ratio,max_drawdown,total_trades,won_trades,lost_trades,win_rate
0,100000.0,118689.75050000001,0.18689750500000013,0.19621617562381158,3.6351741975216503,8.826487458476475,4,2,1,0.5
