,initial_cash,final_cash,total_return,annual_return,sharpe_ratio,max_drawdown,total_trades,won_trades,lost_trades,win_rate
0,100000.0,116468.06353,0.1646806353000001,0.17281292727997077,4.405153436393728,8.826487458476475,4,2,1,0.5
