,initial_cash,final_cash,total_return,annual_return,sharpe_ratio,max_drawdown,total_trades,won_trades,lost_trades,win_rate
0,100000.0,124356.31151,0.24356311509999995,0.2559974870905636,2.370003733266707,2.181102579008512,2,2,0,1.0
