,initial_cash,final_cash,total_return,annual_return,sharpe_ratio,max_drawdown,total_trades,won_trades,lost_trades,win_rate
0,100000.0,100000.37252000003,3.725200000248563e-06,3.895230206930914e-06,-213172.02278629126,0.002166409922041522,9,2,6,0.2222222222222222
