,initial_cash,final_cash,total_return,annual_return,sharpe_ratio,max_drawdown,total_trades,won_trades,lost_trades,win_rate
0,100000.0,126989.68549999999,0.2698968549999998,0.28382186162562845,3.514375251037576,2.181102579008512,2,2,0,1.0
